device,fold,seq_len,train_windows,train_positive,val_windows,val_positive,test_windows,test_positive,status
设备61,5,24,5497,151,654,10,654,18,ready
设备61,6,3,5599,167,699,6,696,10,ready
设备61,6,6,5581,167,696,5,690,10,ready
设备61,6,12,5545,165,690,5,678,10,ready
设备61,6,24,5473,165,678,4,654,10,ready
设备61,7,3,5596,169,699,8,699,6,ready
设备61,7,6,5575,169,696,8,696,5,ready
设备61,7,12,5533,167,690,8,690,5,ready
设备61,7,24,5449,167,678,8,678,4,ready
设备61,8,3,5605,166,693,9,699,8,ready
设备61,8,6,5593,166,684,9,696,8,ready
设备61,8,12,5569,166,666,7,690,8,ready
设备61,8,24,5521,166,630,7,678,8,ready
设备61,9,3,5607,164,697,10,693,9,ready
设备61,9,6,5598,164,691,10,684,9,ready
设备61,9,12,5580,164,679,10,666,7,ready
设备61,9,24,5544,164,655,10,630,7,ready
设备62,0,3,207,3,24,0,25,0,ready
设备62,0,6,198,3,21,0,22,0,ready
设备62,0,12,180,3,15,0,16,0,ready
设备62,0,24,144,2,3,0,4,0,ready
设备62,1,3,205,3,24,0,24,0,ready
设备62,1,6,193,3,21,0,21,0,ready
设备62,1,12,169,3,15,0,15,0,ready
设备62,1,24,121,2,3,0,3,0,ready
设备62,2,3,205,3,24,0,24,0,ready
设备62,2,6,193,3,21,0,21,0,ready
设备62,2,12,169,3,15,0,15,0,ready
设备62,2,24,121,2,3,0,3,0,ready
设备62,3,3,205,3,24,0,24,0,ready
设备62,3,6,193,3,21,0,21,0,ready
设备62,3,12,169,3,15,0,15,0,ready
设备62,3,24,121,2,3,0,3,0,ready
设备62,4,3,205,3,24,0,24,0,ready
设备62,4,6,193,3,21,0,21,0,ready
设备62,4,12,169,3,15,0,15,0,ready
设备62,4,24,121,2,3,0,3,0,ready
设备62,5,3,205,3,24,0,24,0,ready
设备62,5,6,193,3,21,0,21,0,ready
设备62,5,12,169,3,15,0,15,0,ready
设备62,5,24,121,2,3,0,3,0,ready
设备62,6,3,205,3,24,0,24,0,ready
设备62,6,6,194,2,21,0,21,0,ready
设备62,6,12,176,2,15,0,15,0,ready
设备62,6,24,140,1,3,0,3,0,ready
设备62,7,3,208,1,21,1,24,0,ready
设备62,7,6,202,1,16,0,21,0,ready
设备62,7,12,190,1,10,0,15,0,ready
设备62,7,24,166,0,0,0,3,0,empty_split;single_class_train
设备62,8,3,214,0,21,1,21,1,single_class_train
设备62,8,6,211,0,18,1,16,0,single_class_train
设备62,8,12,205,0,12,1,10,0,single_class_train
设备62,8,24,193,0,0,0,0,0,empty_split;single_class_train
设备62,9,3,210,1,25,0,21,1,ready
设备62,9,6,204,1,22,0,18,1,ready
设备62,9,12,192,1,16,0,12,1,ready
设备62,9,24,170,1,4,0,0,0,empty_split
设备63,0,3,7346,333,916,37,917,27,ready
设备63,0,6,7340,333,913,37,914,27,ready
设备63,0,12,7328,331,907,37,908,27,ready
设备63,0,24,7304,331,895,36,896,27,ready
设备63,1,3,7344,287,916,73,916,37,ready
设备63,1,6,7335,287,913,73,913,37,ready
设备63,1,12,7317,287,907,71,907,37,ready
设备63,1,24,7281,287,895,71,895,36,ready
设备63,2,3,7344,279,916,46,916,73,ready
设备63,2,6,7335,279,913,46,913,73,ready
设备63,2,12,7317,279,907,46,907,71,ready
设备63,2,24,7281,279,895,46,895,71,ready
设备63,3,3,7347,312,913,40,916,46,ready
设备63,3,6,7341,312,907,40,913,46,ready
设备63,3,12,7329,312,895,40,907,46,ready
设备63,3,24,7305,312,871,40,895,46,ready
设备63,4,3,7347,331,916,27,913,40,ready
设备63,4,6,7341,331,913,27,907,40,ready
设备63,4,12,7329,331,907,27,895,40,ready
设备63,4,24,7305,331,895,27,871,40,ready
设备63,5,3,7344,319,916,52,916,27,ready
设备63,5,6,7335,319,913,52,913,27,ready
设备63,5,12,7317,319,907,52,907,27,ready
设备63,5,24,7281,319,895,52,895,27,ready
设备63,6,3,7344,284,916,62,916,52,ready
设备63,6,6,7335,284,913,62,913,52,ready
设备63,6,12,7317,284,907,62,907,52,ready
设备63,6,24,7281,284,895,62,895,52,ready
设备63,7,3,7344,320,916,16,916,62,ready
设备63,7,6,7335,320,913,16,913,62,ready
设备63,7,12,7317,320,907,16,907,62,ready
设备63,7,24,7281,320,895,16,895,62,ready
设备63,8,3,7347,365,916,17,916,16,ready
设备63,8,6,7341,365,913,17,913,16,ready
设备63,8,12,7329,365,907,17,907,16,ready
设备63,8,24,7305,365,895,17,895,16,ready
设备63,9,3,7346,353,917,27,916,17,ready
设备63,9,6,7340,353,914,27,913,17,ready
设备63,9,12,7328,353,908,27,907,17,ready
设备63,9,24,7304,352,896,27,895,17,ready
设备64,0,3,7346,256,916,30,917,21,ready
设备64,0,6,7340,256,913,30,914,21,ready
设备64,0,12,7328,255,907,30,908,21,ready
设备64,0,24,7304,255,895,29,896,21,ready
设备64,1,3,7344,222,916,55,916,30,ready
设备64,1,6,7335,222,913,55,913,30,ready
设备64,1,12,7317,222,907,54,907,30,ready
设备64,1,24,7281,222,895,54,895,29,ready
设备64,2,3,7344,215,916,37,916,55,ready
设备64,2,6,7335,215,913,37,913,55,ready
设备64,2,12,7317,215,907,37,907,54,ready
设备64,2,24,7281,215,895,37,895,54,ready
设备64,3,3,7347,238,913,32,916,37,ready
设备64,3,6,7341,238,907,32,913,37,ready
设备64,3,12,7329,238,895,32,907,37,ready
设备64,3,24,7305,238,871,32,895,37,ready
设备64,4,3,7347,251,916,24,913,32,ready
设备64,4,6,7341,251,913,24,907,32,ready
设备64,4,12,7329,251,907,24,895,32,ready
设备64,4,24,7305,251,895,24,871,32,ready
设备64,5,3,7344,247,916,36,916,24,ready
设备64,5,6,7335,247,913,36,913,24,ready
设备64,5,12,7317,247,907,36,907,24,ready
设备64,5,24,7281,247,895,36,895,24,ready
设备64,6,3,7344,229,916,42,916,36,ready
设备64,6,6,7335,229,913,42,913,36,ready
设备64,6,12,7317,229,907,42,907,36,ready
设备64,6,24,7281,229,895,42,895,36,ready
设备64,7,3,7344,249,916,16,916,42,ready
设备64,7,6,7335,249,913,16,913,42,ready
设备64,7,12,7317,249,907,16,907,42,ready
设备64,7,24,7281,249,895,16,895,42,ready
设备64,8,3,7347,277,916,14,916,16,ready
设备64,8,6,7341,277,913,14,913,16,ready
设备64,8,12,7329,277,907,14,907,16,ready
设备64,8,24,7305,277,895,14,895,16,ready
设备64,9,3,7346,272,917,21,916,14,ready
设备64,9,6,7340,272,914,21,913,14,ready
设备64,9,12,7328,272,908,21,907,14,ready
设备64,9,24,7304,271,896,21,895,14,ready
设备65,0,3,6401,279,799,31,799,9,ready
设备65,0,6,6389,279,796,31,796,9,ready
设备65,0,12,6365,278,790,31,790,9,ready
设备65,0,24,6317,278,778,31,778,9,ready
设备65,1,3,6398,218,799,70,799,31,ready
设备65,1,6,6383,218,796,70,796,31,ready
设备65,1,12,6353,217,790,70,790,31,ready
设备65,1,24,6293,216,778,70,778,31,ready
设备65,2,3,6399,179,798,70,799,70,ready
设备65,2,6,6384,179,795,70,796,70,ready
设备65,2,12,6354,178,789,70,790,70,ready
设备65,2,24,6294,178,777,69,778,70,ready
设备65,3,3,6399,235,799,14,798,70,ready
设备65,3,6,6384,235,796,14,795,70,ready
设备65,3,12,6354,233,790,14,789,70,ready
设备65,3,24,6294,233,778,14,777,69,ready
设备65,4,3,6401,290,796,15,799,14,ready
设备65,4,6,6389,290,790,15,796,14,ready
设备65,4,12,6365,290,778,13,790,14,ready
设备65,4,24,6317,290,754,13,778,14,ready
设备65,5,3,6402,287,798,17,796,15,ready
设备65,5,6,6390,287,795,17,790,15,ready
设备65,5,12,6366,285,789,17,778,13,ready
设备65,5,24,6318,283,777,17,754,13,ready
设备65,6,3,6399,261,799,40,798,17,ready
设备65,6,6,6384,261,796,40,795,17,ready
设备65,6,12,6354,260,790,38,789,17,ready
设备65,6,24,6294,260,778,36,777,17,ready
设备65,7,3,6401,241,796,37,799,40,ready
设备65,7,6,6389,241,790,37,796,40,ready
设备65,7,12,6365,240,778,37,790,38,ready
设备65,7,24,6317,239,754,37,778,36,ready
设备65,8,3,6408,266,795,15,796,37,ready
设备65,8,6,6402,266,789,15,790,37,ready
设备65,8,12,6390,265,777,15,778,37,ready
设备65,8,24,6366,265,753,14,754,37,ready
设备65,9,3,6405,295,799,9,795,15,ready
设备65,9,6,6396,295,796,9,789,15,ready
设备65,9,12,6378,294,790,9,777,15,ready
设备65,9,24,6342,294,778,9,753,14,ready
设备66,0,3,5523,182,689,28,687,7,ready
设备66,0,6,5508,182,686,28,681,7,ready
设备66,0,12,5478,182,680,28,669,7,ready
设备66,0,24,5418,182,668,28,645,7,ready
设备66,1,3,5518,140,689,49,689,28,ready
设备66,1,6,5497,140,686,49,686,28,ready
设备66,1,12,5455,136,680,49,680,28,ready
设备66,1,24,5371,134,668,49,668,28,ready
设备66,2,3,5517,119,690,49,689,49,ready
设备66,2,6,5496,119,687,49,686,49,ready
设备66,2,12,5454,118,681,45,680,49,ready
设备66,2,24,5370,117,669,43,668,49,ready
设备66,3,3,5517,159,689,9,690,49,ready
设备66,3,6,5496,159,686,9,687,49,ready
设备66,3,12,5454,159,680,8,681,45,ready
设备66,3,24,5370,159,668,7,669,43,ready
设备66,4,3,5524,193,683,15,689,9,ready
设备66,4,6,5509,193,674,15,686,9,ready
设备66,4,12,5479,193,656,15,680,8,ready
设备66,4,24,5419,193,620,15,668,7,ready
设备66,5,3,5523,188,690,14,683,15,ready
设备66,5,6,5508,188,687,14,674,15,ready
设备66,5,12,5478,188,681,14,656,15,ready
设备66,5,24,5418,187,669,14,620,15,ready
设备66,6,3,5517,179,689,24,690,14,ready
设备66,6,6,5496,179,686,24,687,14,ready
设备66,6,12,5454,179,680,24,681,14,ready
设备66,6,24,5370,179,668,23,669,14,ready
设备66,7,3,5521,179,686,14,689,24,ready
设备66,7,6,5503,179,680,14,686,24,ready
设备66,7,12,5467,179,668,14,680,24,ready
设备66,7,24,5395,179,644,14,668,23,ready
设备66,8,3,5527,195,686,8,686,14,ready
设备66,8,6,5515,195,680,8,680,14,ready
设备66,8,12,5491,195,668,8,668,14,ready
设备66,8,24,5443,195,644,8,644,14,ready
设备66,9,3,5526,202,687,7,686,8,ready
设备66,9,6,5514,202,681,7,680,8,ready
设备66,9,12,5490,202,669,7,668,8,ready
设备66,9,24,5442,202,645,7,644,8,ready
设备67,0,3,7037,417,878,21,878,20,ready
设备67,0,6,7028,417,875,21,875,20,ready
设备67,0,12,7010,417,869,21,869,20,ready
设备67,0,24,6974,414,857,19,857,20,ready
设备67,1,3,7034,360,878,76,878,21,ready
设备67,1,6,7022,360,875,76,875,21,ready
设备67,1,12,6998,358,869,76,869,21,ready
设备67,1,24,6950,357,857,74,857,19,ready
设备67,2,3,7034,341,878,40,878,76,ready
设备67,2,6,7022,341,875,40,875,76,ready
设备67,2,12,6998,341,869,38,869,76,ready
设备67,2,24,6950,339,857,38,857,74,ready
设备67,3,3,7038,382,874,35,878,40,ready
设备67,3,6,7029,382,868,35,875,40,ready
设备67,3,12,7011,381,856,35,869,38,ready
设备67,3,24,6975,381,832,33,857,38,ready
设备67,4,3,7038,370,878,53,874,35,ready
设备67,4,6,7029,370,875,53,868,35,ready
设备67,4,12,7011,370,869,52,856,35,ready
设备67,4,24,6975,369,857,52,832,33,ready
设备67,5,3,7034,332,878,72,878,53,ready
设备67,5,6,7022,331,875,72,875,53,ready
设备67,5,12,6998,331,869,72,869,52,ready
设备67,5,24,6950,330,857,71,857,52,ready
设备67,6,3,7034,304,878,81,878,72,ready
设备67,6,6,7022,302,875,80,875,72,ready
设备67,6,12,6998,302,869,80,869,72,ready
设备67,6,24,6950,301,857,80,857,71,ready
设备67,7,3,7034,336,878,40,878,81,ready
设备67,7,6,7022,336,875,38,875,80,ready
设备67,7,12,6998,336,869,38,869,80,ready
设备67,7,24,6950,335,857,38,857,80,ready
设备67,8,3,7041,400,874,18,878,40,ready
设备67,8,6,7035,400,868,18,875,38,ready
设备67,8,12,7023,400,856,18,869,38,ready
设备67,8,24,6999,399,832,18,857,38,ready
设备67,9,3,7041,420,878,20,874,18,ready
设备67,9,6,7035,420,875,20,868,18,ready
设备67,9,12,7023,420,869,20,856,18,ready
设备67,9,24,6999,417,857,20,832,18,ready
设备68,0,3,1723,16,215,1,211,6,ready
设备68,0,6,1708,15,212,1,205,6,ready
设备68,0,12,1678,15,206,1,193,6,ready
设备68,0,24,1618,15,194,1,169,3,ready
设备68,1,3,1724,17,207,5,215,1,ready
设备68,1,6,1709,17,198,4,212,1,ready
设备68,1,12,1679,17,180,4,206,1,ready
设备68,1,24,1619,14,144,4,194,1,ready
设备68,2,3,1725,15,214,3,207,5,ready
设备68,2,6,1710,15,211,3,198,4,ready
设备68,2,12,1680,15,205,3,180,4,ready
设备68,2,24,1620,12,193,3,144,4,ready
设备68,3,3,1717,19,215,1,214,3,ready
设备68,3,6,1696,18,212,1,211,3,ready
设备68,3,12,1654,18,206,1,205,3,ready
设备68,3,24,1570,15,194,1,193,3,ready
设备68,4,3,1716,21,215,1,215,1,ready
设备68,4,6,1695,20,212,1,212,1,ready
设备68,4,12,1653,20,206,1,206,1,ready
设备68,4,24,1569,17,194,1,194,1,ready
设备68,5,3,1717,21,214,1,215,1,ready
设备68,5,6,1696,20,211,1,212,1,ready
设备68,5,12,1654,20,205,1,206,1,ready
设备68,5,24,1570,17,193,1,194,1,ready
设备68,6,3,1717,21,215,1,214,1,ready
设备68,6,6,1696,20,212,1,211,1,ready
设备68,6,12,1654,20,206,1,205,1,ready
设备68,6,24,1570,15,194,1,193,1,ready
设备68,7,3,1719,19,212,3,215,1,ready
设备68,7,6,1701,18,206,3,212,1,ready
设备68,7,12,1665,18,194,3,206,1,ready
设备68,7,24,1593,15,170,1,194,1,ready
设备68,8,3,1727,19,210,1,212,3,ready
设备68,8,6,1715,18,204,1,206,3,ready
设备68,8,12,1691,18,192,1,194,3,ready
设备68,8,24,1643,15,168,1,170,1,ready
设备68,9,3,1728,16,211,6,210,1,ready
设备68,9,6,1716,15,205,6,204,1,ready
设备68,9,12,1692,15,193,6,192,1,ready
设备68,9,24,1644,15,169,3,168,1,ready
设备69,0,3,7018,519,875,49,876,17,ready
设备69,0,6,7009,519,872,49,873,17,ready
设备69,0,12,6991,519,866,49,867,17,ready
设备69,0,24,6955,516,854,47,855,17,ready
设备69,1,3,7015,442,876,94,875,49,ready
设备69,1,6,7003,442,873,94,872,49,ready
设备69,1,12,6979,442,867,94,866,49,ready
设备69,1,24,6931,441,855,92,854,47,ready
设备69,2,3,7015,452,875,39,876,94,ready
设备69,2,6,7003,452,872,39,873,94,ready
设备69,2,12,6979,452,866,39,867,94,ready
设备69,2,24,6931,447,854,39,855,92,ready
设备69,3,3,7019,488,872,58,875,39,ready
设备69,3,6,7010,487,866,58,872,39,ready
设备69,3,12,6992,487,854,58,866,39,ready
设备69,3,24,6956,484,830,54,854,39,ready
设备69,4,3,7018,446,876,81,872,58,ready
设备69,4,6,7009,446,873,80,866,58,ready
设备69,4,12,6991,446,867,80,854,58,ready
设备69,4,24,6955,445,855,78,830,54,ready
设备69,5,3,7015,429,875,72,876,81,ready
设备69,5,6,7003,429,872,72,873,80,ready
设备69,5,12,6979,429,866,72,867,80,ready
设备69,5,24,6931,426,854,72,855,78,ready
设备69,6,3,7015,408,876,102,875,72,ready
设备69,6,6,7003,407,873,102,872,72,ready
设备69,6,12,6979,406,867,102,866,72,ready
设备69,6,24,6931,405,855,100,854,72,ready
设备69,7,3,7015,449,875,31,876,102,ready
设备69,7,6,7003,449,872,30,873,102,ready
设备69,7,12,6979,449,866,29,867,102,ready
设备69,7,24,6931,448,854,29,855,100,ready
设备69,8,3,7022,515,872,39,875,31,ready
设备69,8,6,7016,515,866,39,872,30,ready
设备69,8,12,7004,515,854,39,866,29,ready
设备69,8,24,6980,515,830,38,854,29,ready
设备69,9,3,7021,529,876,17,872,39,ready
设备69,9,6,7015,529,873,17,866,39,ready
设备69,9,12,7003,529,867,17,854,39,ready
设备69,9,24,6979,527,855,17,830,38,ready
设备6,0,3,6329,577,789,39,788,13,ready
设备6,0,6,6323,577,786,39,785,13,ready
设备6,0,12,6311,576,780,39,779,13,ready
设备6,0,24,6287,575,768,39,767,13,ready
设备6,1,3,6325,574,789,16,789,39,ready
设备6,1,6,6316,574,786,16,786,39,ready
设备6,1,12,6298,574,780,15,780,39,ready
设备6,1,24,6262,574,768,14,768,39,ready
设备6,2,3,6328,602,786,11,789,16,ready
设备6,2,6,6322,602,780,11,786,16,ready
设备6,2,12,6310,602,768,11,780,15,ready
设备6,2,24,6286,602,744,11,768,14,ready
设备6,3,3,6328,608,789,10,786,11,ready
设备6,3,6,6322,608,786,10,780,11,ready
设备6,3,12,6310,608,780,10,768,11,ready
设备6,3,24,6286,608,768,10,744,11,ready
设备6,4,3,6325,594,789,25,789,10,ready
设备6,4,6,6316,594,786,25,786,10,ready
设备6,4,12,6298,594,780,25,780,10,ready
设备6,4,24,6262,594,768,25,768,10,ready
设备6,5,3,6325,132,789,472,789,25,ready
设备6,5,6,6316,131,786,472,786,25,ready
设备6,5,12,6298,130,780,472,780,25,ready
设备6,5,24,6262,130,768,472,768,25,ready
设备6,6,3,6325,137,789,20,789,472,ready
设备6,6,6,6316,137,786,19,786,472,ready
设备6,6,12,6298,137,780,18,780,472,ready
设备6,6,24,6262,137,768,18,768,472,ready
设备6,7,3,6325,597,789,12,789,20,ready
设备6,7,6,6316,597,786,12,786,19,ready
设备6,7,12,6298,597,780,12,780,18,ready
设备6,7,24,6262,597,768,12,768,18,ready
设备6,8,3,6329,606,788,11,789,12,ready
设备6,8,6,6323,606,785,11,786,12,ready
设备6,8,12,6311,606,779,11,780,12,ready
设备6,8,24,6287,606,767,11,768,12,ready
设备6,9,3,6330,605,788,13,788,11,ready
设备6,9,6,6324,605,785,13,785,11,ready
设备6,9,12,6312,605,779,13,779,11,ready
设备6,9,24,6288,605,767,13,767,11,ready
设备70,0,3,7119,269,888,18,889,8,ready
设备70,0,6,7110,268,885,17,886,8,ready
设备70,0,12,7092,268,879,17,880,8,ready
设备70,0,24,7056,268,867,17,868,8,ready
设备70,1,3,7117,239,888,38,888,18,ready
设备70,1,6,7105,239,885,37,885,17,ready
设备70,1,12,7081,238,879,37,879,17,ready
设备70,1,24,7033,238,867,37,867,17,ready
设备70,2,3,7117,227,888,30,888,38,ready
设备70,2,6,7105,227,885,30,885,37,ready
设备70,2,12,7081,227,879,29,879,37,ready
设备70,2,24,7033,227,867,29,867,37,ready
设备70,3,3,7120,231,885,34,888,30,ready
设备70,3,6,7111,231,879,34,885,30,ready
设备70,3,12,7093,231,867,34,879,29,ready
设备70,3,24,7057,231,843,34,867,29,ready
设备70,4,3,7120,219,888,42,885,34,ready
设备70,4,6,7111,219,885,42,879,34,ready
设备70,4,12,7093,219,879,42,867,34,ready
设备70,4,24,7057,219,867,42,843,34,ready
设备70,5,3,7117,218,888,35,888,42,ready
设备70,5,6,7105,218,885,35,885,42,ready
设备70,5,12,7081,217,879,35,879,42,ready
设备70,5,24,7033,217,867,35,867,42,ready
设备70,6,3,7117,213,888,47,888,35,ready
设备70,6,6,7105,213,885,47,885,35,ready
设备70,6,12,7081,213,879,46,879,35,ready
设备70,6,24,7033,213,867,46,867,35,ready
设备70,7,3,7117,229,888,19,888,47,ready
设备70,7,6,7105,229,885,19,885,47,ready
设备70,7,12,7081,229,879,19,879,46,ready
设备70,7,24,7033,229,867,19,867,46,ready
设备70,8,3,7123,252,885,24,888,19,ready
设备70,8,6,7117,252,879,24,885,19,ready
设备70,8,12,7105,252,867,24,879,19,ready
设备70,8,24,7081,252,843,24,867,19,ready
设备70,9,3,7122,263,889,8,885,24,ready
设备70,9,6,7116,262,886,8,879,24,ready
设备70,9,12,7104,262,880,8,867,24,ready
设备70,9,24,7080,262,868,8,843,24,ready
设备71,0,3,7138,579,890,70,891,27,ready
设备71,0,6,7129,579,887,70,888,27,ready
设备71,0,12,7111,578,881,70,882,27,ready
设备71,0,24,7075,574,869,68,870,27,ready
设备71,1,3,7135,501,891,104,890,70,ready
设备71,1,6,7123,501,888,104,887,70,ready
设备71,1,12,7099,498,882,104,881,70,ready
设备71,1,24,7051,495,870,102,869,68,ready
设备71,2,3,7135,511,890,60,891,104,ready
设备71,2,6,7123,511,887,60,888,104,ready
设备71,2,12,7099,510,881,58,882,104,ready
设备71,2,24,7051,508,869,57,870,102,ready
设备71,3,3,7139,585,887,31,890,60,ready
设备71,3,6,7130,585,881,31,887,60,ready
设备71,3,12,7112,585,869,30,881,58,ready
设备71,3,24,7076,583,845,28,869,57,ready
设备71,4,3,7138,572,891,74,887,31,ready
设备71,4,6,7129,572,888,74,881,31,ready
设备71,4,12,7111,572,882,74,869,30,ready
设备71,4,24,7075,569,870,72,845,28,ready
设备71,5,3,7135,514,890,89,891,74,ready
设备71,5,6,7123,514,887,89,888,74,ready
设备71,5,12,7099,512,881,89,882,74,ready
设备71,5,24,7051,507,869,86,870,72,ready
设备71,6,3,7135,477,891,111,890,89,ready
设备71,6,6,7123,477,888,111,887,89,ready
设备71,6,12,7099,475,882,110,881,89,ready
设备71,6,24,7051,472,870,107,869,86,ready
设备71,7,3,7135,510,890,55,891,111,ready
设备71,7,6,7123,510,887,55,888,111,ready
设备71,7,12,7099,509,881,54,882,110,ready
设备71,7,24,7051,507,869,53,870,107,ready
设备71,8,3,7142,568,887,53,890,55,ready
设备71,8,6,7136,568,881,53,887,55,ready
设备71,8,12,7124,567,869,53,881,54,ready
设备71,8,24,7100,565,845,53,869,53,ready
设备71,9,3,7141,596,891,27,887,53,ready
设备71,9,6,7135,596,888,27,881,53,ready
设备71,9,12,7123,595,882,27,869,53,ready
设备71,9,24,7099,591,870,27,845,53,ready
设备72,0,3,7138,513,890,60,891,26,ready
设备72,0,6,7129,513,887,60,888,26,ready
设备72,0,12,7111,512,881,60,882,26,ready
设备72,0,24,7075,509,869,58,870,26,ready
设备72,1,3,7135,442,891,96,890,60,ready
设备72,1,6,7123,442,888,96,887,60,ready
设备72,1,12,7099,439,882,96,881,60,ready
设备72,1,24,7051,437,870,94,869,58,ready
设备72,2,3,7135,443,890,59,891,96,ready
设备72,2,6,7123,443,887,59,888,96,ready
设备72,2,12,7099,442,881,57,882,96,ready
设备72,2,24,7051,441,869,56,870,94,ready
设备72,3,3,7139,516,887,24,890,59,ready
设备72,3,6,7130,516,881,24,887,59,ready
设备72,3,12,7112,516,869,23,881,57,ready
设备72,3,24,7076,515,845,22,869,56,ready
设备72,4,3,7138,519,891,57,887,24,ready
设备72,4,6,7129,519,888,57,881,24,ready
设备72,4,12,7111,519,882,57,869,23,ready
设备72,4,24,7075,518,870,56,845,22,ready
设备72,5,3,7135,472,890,71,891,57,ready
设备72,5,6,7123,472,887,71,888,57,ready
设备72,5,12,7099,470,881,71,882,57,ready
设备72,5,24,7051,466,869,70,870,56,ready
设备72,6,3,7135,428,891,101,890,71,ready
设备72,6,6,7123,427,888,101,887,71,ready
设备72,6,12,7099,425,882,100,881,71,ready
设备72,6,24,7051,423,870,97,869,70,ready
设备72,7,3,7135,446,890,52,891,101,ready
设备72,7,6,7123,446,887,51,888,101,ready
设备72,7,12,7099,445,881,50,882,100,ready
设备72,7,24,7051,444,869,49,870,97,ready
设备72,8,3,7142,496,887,51,890,52,ready
设备72,8,6,7136,496,881,51,887,51,ready
设备72,8,12,7124,495,869,51,881,50,ready
设备72,8,24,7100,494,845,51,869,49,ready
设备72,9,3,7141,522,891,26,887,51,ready
设备72,9,6,7135,522,888,26,881,51,ready
设备72,9,12,7123,521,882,26,869,51,ready
设备72,9,24,7099,518,870,26,845,51,ready
设备73,0,3,7079,543,883,59,884,39,ready
设备73,0,6,7070,541,880,58,881,38,ready
设备73,0,12,7052,539,874,58,875,38,ready
设备73,0,24,7016,537,862,58,863,38,ready
设备73,1,3,7077,477,883,105,883,59,ready
设备73,1,6,7065,476,880,103,880,58,ready
设备73,1,12,7041,473,874,103,874,58,ready
设备73,1,24,6993,468,862,103,862,58,ready
设备73,2,3,7077,480,883,57,883,105,ready
设备73,2,6,7065,479,880,57,880,103,ready
设备73,2,12,7041,477,874,56,874,103,ready
设备73,2,24,6993,475,862,53,862,103,ready
设备73,3,3,7080,543,880,42,883,57,ready
设备73,3,6,7071,542,874,42,880,57,ready
设备73,3,12,7053,541,862,40,874,56,ready
设备73,3,24,7017,541,838,38,862,53,ready
设备73,4,3,7080,520,883,80,880,42,ready
设备73,4,6,7071,519,880,80,874,42,ready
设备73,4,12,7053,519,874,79,862,40,ready
设备73,4,24,7017,519,862,79,838,38,ready
设备73,5,3,7077,494,883,68,883,80,ready
设备73,5,6,7065,493,880,68,880,80,ready
设备73,5,12,7041,491,874,68,874,79,ready
设备73,5,24,6993,487,862,68,862,79,ready
设备73,6,3,7077,476,883,97,883,68,ready
设备73,6,6,7065,475,880,97,880,68,ready
设备73,6,12,7041,473,874,97,874,68,ready
设备73,6,24,6993,468,862,95,862,68,ready
设备73,7,3,7077,502,883,42,883,97,ready
设备73,7,6,7065,501,880,42,880,97,ready
设备73,7,12,7041,499,874,42,874,97,ready
设备73,7,24,6993,497,862,39,862,95,ready
设备73,8,3,7083,548,880,51,883,42,ready
设备73,8,6,7077,547,874,51,880,42,ready
设备73,8,12,7065,545,862,51,874,42,ready
设备73,8,24,7041,543,838,51,862,39,ready
设备73,9,3,7082,551,884,39,880,51,ready
设备73,9,6,7076,550,881,38,874,51,ready
设备73,9,12,7064,548,875,38,862,51,ready
设备73,9,24,7040,546,863,38,838,51,ready
设备74,0,3,7079,325,883,46,884,29,ready
设备74,0,6,7070,325,880,45,881,28,ready
设备74,0,12,7052,322,874,45,875,28,ready
设备74,0,24,7016,320,862,45,863,28,ready
设备74,1,3,7077,297,883,57,883,46,ready
设备74,1,6,7065,296,880,57,880,45,ready
设备74,1,12,7041,295,874,55,874,45,ready
设备74,1,24,6993,293,862,54,862,45,ready
设备74,2,3,7077,304,883,39,883,57,ready
设备74,2,6,7065,303,880,39,880,57,ready
设备74,2,12,7041,302,874,39,874,55,ready
设备74,2,24,6993,301,862,38,862,54,ready
设备74,3,3,7080,329,880,32,883,39,ready
设备74,3,6,7071,328,874,32,880,39,ready
设备74,3,12,7053,327,862,31,874,39,ready
设备74,3,24,7017,327,838,30,862,38,ready
设备74,4,3,7080,321,883,47,880,32,ready
设备74,4,6,7071,320,880,47,874,32,ready
设备74,4,12,7053,320,874,46,862,31,ready
设备74,4,24,7017,320,862,46,838,30,ready
设备74,5,3,7077,315,883,38,883,47,ready
设备74,5,6,7065,314,880,38,880,47,ready
设备74,5,12,7041,313,874,38,874,46,ready
设备74,5,24,6993,311,862,38,862,46,ready
设备74,6,3,7077,311,883,50,883,38,ready
设备74,6,6,7065,310,880,50,880,38,ready
设备74,6,12,7041,309,874,50,874,38,ready
设备74,6,24,6993,307,862,49,862,38,ready
设备74,7,3,7077,321,883,28,883,50,ready
设备74,7,6,7065,320,880,28,880,50,ready
设备74,7,12,7041,319,874,28,874,50,ready
设备74,7,24,6993,318,862,27,862,49,ready
设备74,8,3,7083,338,880,33,883,28,ready
设备74,8,6,7077,337,874,33,880,28,ready
设备74,8,12,7065,336,862,33,874,28,ready
设备74,8,24,7041,335,838,33,862,27,ready
设备74,9,3,7082,338,884,29,880,33,ready
设备74,9,6,7076,337,881,28,874,33,ready
设备74,9,12,7064,336,875,28,862,33,ready
设备74,9,24,7040,335,863,28,838,33,ready
设备75,0,3,6146,160,767,20,768,27,ready
设备75,0,6,6131,160,764,20,765,27,ready
设备75,0,12,6101,159,758,20,759,27,ready
设备75,0,24,6041,158,746,20,747,27,ready
设备75,1,3,6144,154,767,33,767,20,ready
