device,fold,seq_len,train_windows,train_positive,val_windows,val_positive,test_windows,test_positive,status
设备35,6,24,2284,36,257,1,258,2,ready
设备35,7,3,2430,39,301,2,299,1,ready
设备35,7,6,2409,38,295,2,293,1,ready
设备35,7,12,2367,37,283,1,281,1,ready
设备35,7,24,2283,37,259,1,257,1,ready
设备35,8,3,2429,39,303,1,301,2,ready
设备35,8,6,2408,39,300,0,295,2,ready
设备35,8,12,2366,38,294,0,283,1,ready
设备35,8,24,2282,38,282,0,259,1,ready
设备35,9,3,2426,39,304,2,303,1,ready
设备35,9,6,2402,39,301,2,300,0,ready
设备35,9,12,2354,38,295,2,294,0,ready
设备35,9,24,2258,38,283,2,282,0,ready
设备36,0,3,4586,2371,572,10,570,12,ready
设备36,0,6,4573,2370,569,10,564,12,ready
设备36,0,12,4549,2369,563,10,552,12,ready
设备36,0,24,4501,2369,551,10,528,12,ready
设备36,1,3,4592,2363,561,20,572,10,ready
设备36,1,6,4580,2363,551,19,569,10,ready
设备36,1,12,4556,2363,533,18,563,10,ready
设备36,1,24,4508,2362,497,18,551,10,ready
设备36,2,3,4592,2109,572,261,561,20,ready
设备36,2,6,4580,2106,569,261,551,19,ready
设备36,2,12,4556,2100,563,261,533,18,ready
设备36,2,24,4508,2088,551,260,497,18,ready
设备36,3,3,4580,1553,573,573,572,261,ready
设备36,3,6,4561,1549,570,570,569,261,ready
设备36,3,12,4525,1542,564,564,563,261,ready
设备36,3,24,4453,1530,552,552,551,260,ready
设备36,4,3,4580,1243,572,568,573,573,ready
设备36,4,6,4561,1239,569,565,570,570,ready
设备36,4,12,4525,1232,563,559,564,564,ready
设备36,4,24,4453,1220,551,547,552,552,ready
设备36,5,3,4580,1251,573,565,572,568,ready
设备36,5,6,4561,1247,570,562,569,565,ready
设备36,5,12,4525,1240,564,556,563,559,ready
设备36,5,24,4453,1228,552,544,551,547,ready
设备36,6,3,4580,1545,572,277,573,565,ready
设备36,6,6,4561,1544,569,274,570,562,ready
设备36,6,12,4525,1543,563,268,564,556,ready
设备36,6,24,4453,1542,551,256,552,544,ready
设备36,7,3,4580,2098,573,15,572,277,ready
设备36,7,6,4561,2097,570,15,569,274,ready
设备36,7,12,4525,2096,564,15,563,268,ready
设备36,7,24,4453,2096,552,14,551,256,ready
设备36,8,3,4586,2298,569,80,573,15,ready
设备36,8,6,4573,2297,563,80,570,15,ready
设备36,8,12,4549,2296,551,80,564,15,ready
设备36,8,24,4501,2296,527,80,552,14,ready
设备36,9,3,4589,2301,570,12,569,80,ready
设备36,9,6,4579,2300,564,12,563,80,ready
设备36,9,12,4561,2299,552,12,551,80,ready
设备36,9,24,4525,2299,528,12,527,80,ready
设备37,0,3,4824,652,598,11,599,8,ready
设备37,0,6,4812,652,592,11,593,8,ready
设备37,0,12,4788,651,580,10,581,8,ready
设备37,0,24,4740,650,556,10,557,8,ready
设备37,1,3,4821,645,599,15,598,11,ready
设备37,1,6,4806,645,593,15,592,11,ready
设备37,1,12,4776,645,581,14,580,10,ready
设备37,1,24,4716,644,557,14,556,10,ready
设备37,2,3,4821,623,598,33,599,15,ready
设备37,2,6,4806,623,592,33,593,15,ready
设备37,2,12,4776,622,580,33,581,14,ready
设备37,2,24,4716,619,556,33,557,14,ready
设备37,3,3,4821,626,599,12,598,33,ready
设备37,3,6,4806,626,593,12,592,33,ready
设备37,3,12,4776,624,581,12,580,33,ready
设备37,3,24,4716,624,557,9,556,33,ready
设备37,4,3,4818,653,601,6,599,12,ready
设备37,4,6,4800,653,598,6,593,12,ready
设备37,4,12,4764,651,592,6,581,12,ready
设备37,4,24,4692,651,580,6,557,9,ready
设备37,5,3,4815,657,602,8,601,6,ready
设备37,5,6,4794,657,599,8,598,6,ready
设备37,5,12,4752,655,593,8,592,6,ready
设备37,5,24,4668,653,581,8,580,6,ready
设备37,6,3,4815,636,601,27,602,8,ready
设备37,6,6,4794,636,598,27,599,8,ready
设备37,6,12,4752,634,592,27,593,8,ready
设备37,6,24,4668,633,580,26,581,8,ready
设备37,7,3,4815,293,602,351,601,27,ready
设备37,7,6,4794,293,599,351,598,27,ready
设备37,7,12,4752,291,593,351,592,27,ready
设备37,7,24,4668,290,581,351,580,26,ready
设备37,8,3,4818,120,601,200,602,351,ready
设备37,8,6,4800,120,598,200,599,351,ready
设备37,8,12,4764,118,592,200,593,351,ready
设备37,8,24,4692,117,580,200,581,351,ready
设备37,9,3,4821,463,599,8,601,200,ready
设备37,9,6,4806,463,593,8,598,200,ready
设备37,9,12,4776,461,581,8,592,200,ready
设备37,9,24,4716,460,557,8,580,200,ready
设备38,0,3,1832,27,228,0,225,7,ready
设备38,0,6,1820,27,225,0,219,7,ready
设备38,0,12,1796,27,219,0,207,7,ready
设备38,0,24,1748,27,207,0,195,7,ready
设备38,1,3,1830,31,224,3,228,0,ready
设备38,1,6,1815,31,218,3,225,0,ready
设备38,1,12,1785,31,206,3,219,0,ready
设备38,1,24,1737,31,182,3,207,0,ready
设备38,2,3,1830,24,228,7,224,3,ready
设备38,2,6,1815,24,225,7,218,3,ready
设备38,2,12,1785,24,219,7,206,3,ready
设备38,2,24,1725,24,207,7,182,3,ready
设备38,3,3,1827,23,227,4,228,7,ready
设备38,3,6,1809,23,224,4,225,7,ready
设备38,3,12,1773,23,218,4,219,7,ready
设备38,3,24,1701,22,206,4,207,7,ready
设备38,4,3,1830,27,225,3,227,4,ready
设备38,4,6,1815,27,219,3,224,4,ready
设备38,4,12,1785,27,207,3,218,4,ready
设备38,4,24,1725,26,183,2,206,4,ready
设备38,5,3,1829,26,228,5,225,3,ready
设备38,5,6,1814,26,225,5,219,3,ready
设备38,5,12,1784,26,219,5,207,3,ready
设备38,5,24,1724,26,207,4,183,2,ready
设备38,6,3,1827,27,227,2,228,5,ready
设备38,6,6,1809,27,224,2,225,5,ready
设备38,6,12,1773,27,218,2,219,5,ready
设备38,6,24,1701,27,206,2,207,4,ready
设备38,7,3,1827,31,228,1,227,2,ready
设备38,7,6,1809,31,225,1,224,2,ready
设备38,7,12,1773,31,219,1,218,2,ready
设备38,7,24,1701,31,207,1,206,2,ready
设备38,8,3,1833,31,224,2,228,1,ready
设备38,8,6,1821,31,218,2,225,1,ready
设备38,8,12,1797,31,206,2,219,1,ready
设备38,8,24,1749,31,182,2,207,1,ready
设备38,9,3,1836,25,225,7,224,2,ready
设备38,9,6,1827,25,219,7,218,2,ready
设备38,9,12,1809,25,207,7,206,2,ready
设备38,9,24,1773,25,195,7,182,2,ready
设备39,0,3,2766,1790,344,344,343,130,ready
设备39,0,6,2760,1787,341,341,340,130,ready
设备39,0,12,2748,1781,335,335,334,130,ready
设备39,0,24,2724,1769,323,323,322,130,ready
设备39,1,3,2763,1575,343,342,344,344,ready
设备39,1,6,2754,1572,340,339,341,341,ready
设备39,1,12,2736,1566,334,333,335,335,ready
设备39,1,24,2700,1554,322,321,323,323,ready
设备39,2,3,2763,1576,344,343,343,342,ready
设备39,2,6,2754,1573,341,340,340,339,ready
设备39,2,12,2736,1567,335,334,334,333,ready
设备39,2,24,2700,1555,323,322,322,321,ready
设备39,3,3,2763,1595,343,323,344,343,ready
设备39,3,6,2754,1592,340,320,341,340,ready
设备39,3,12,2736,1586,334,314,335,334,ready
设备39,3,24,2700,1574,322,302,323,322,ready
设备39,4,3,2763,1594,344,344,343,323,ready
设备39,4,6,2754,1591,341,341,340,320,ready
设备39,4,12,2736,1585,335,335,334,314,ready
设备39,4,24,2700,1573,323,323,322,302,ready
设备39,5,3,2762,1619,344,298,344,344,ready
设备39,5,6,2753,1616,341,295,341,341,ready
设备39,5,12,2735,1610,335,289,335,335,ready
设备39,5,24,2699,1598,323,277,323,323,ready
设备39,6,3,2763,1846,343,120,344,298,ready
设备39,6,6,2754,1846,340,117,341,295,ready
设备39,6,12,2736,1846,334,111,335,289,ready
设备39,6,24,2700,1846,322,99,323,277,ready
设备39,7,3,2766,2145,341,2,343,120,ready
设备39,7,6,2760,2145,335,2,340,117,ready
设备39,7,12,2748,2145,323,2,334,111,ready
设备39,7,24,2724,2145,299,2,322,99,ready
设备39,8,3,2769,2265,343,3,341,2,ready
设备39,8,6,2766,2265,340,3,335,2,ready
设备39,8,12,2760,2265,334,3,323,2,ready
设备39,8,24,2748,2265,322,3,299,2,ready
设备39,9,3,2767,2134,343,130,343,3,ready
设备39,9,6,2761,2131,340,130,340,3,ready
设备39,9,12,2749,2125,334,130,334,3,ready
设备39,9,24,2725,2113,322,130,322,3,ready
设备3,0,3,4824,88,602,6,600,5,ready
设备3,0,6,4809,87,599,6,594,5,ready
设备3,0,12,4779,87,593,6,582,5,ready
设备3,0,24,4719,87,581,6,558,4,ready
设备3,1,3,4819,84,602,8,602,6,ready
设备3,1,6,4798,83,599,8,599,6,ready
设备3,1,12,4756,83,593,8,593,6,ready
设备3,1,24,4672,82,581,8,581,6,ready
设备3,2,3,4822,85,599,5,602,8,ready
设备3,2,6,4804,84,593,5,599,8,ready
设备3,2,12,4768,84,581,5,593,8,ready
设备3,2,24,4696,83,557,5,581,8,ready
设备3,3,3,4825,86,599,7,599,5,ready
设备3,3,6,4810,85,593,7,593,5,ready
设备3,3,12,4780,85,581,7,581,5,ready
设备3,3,24,4720,84,557,7,557,5,ready
设备3,4,3,4825,80,599,12,599,7,ready
设备3,4,6,4810,79,593,12,593,7,ready
设备3,4,12,4780,79,581,12,581,7,ready
设备3,4,24,4720,78,557,12,557,7,ready
设备3,5,3,4822,70,602,17,599,12,ready
设备3,5,6,4804,69,599,17,593,12,ready
设备3,5,12,4768,69,593,17,581,12,ready
设备3,5,24,4696,68,581,17,557,12,ready
设备3,6,3,4819,62,602,20,602,17,ready
设备3,6,6,4798,61,599,20,599,17,ready
设备3,6,12,4756,61,593,20,593,17,ready
设备3,6,24,4672,59,581,20,581,17,ready
设备3,7,3,4819,67,602,12,602,20,ready
设备3,7,6,4798,66,599,12,599,20,ready
设备3,7,12,4756,66,593,12,593,20,ready
设备3,7,24,4672,65,581,11,581,20,ready
设备3,8,3,4826,81,598,6,602,12,ready
设备3,8,6,4811,81,592,5,599,12,ready
设备3,8,12,4781,81,580,5,593,12,ready
设备3,8,24,4721,80,556,5,581,11,ready
设备3,9,3,4828,88,600,5,598,6,ready
设备3,9,6,4816,88,594,5,592,5,ready
设备3,9,12,4792,88,582,5,580,5,ready
设备3,9,24,4744,88,558,4,556,5,ready
设备40,0,3,2325,44,289,1,287,4,ready
设备40,0,6,2313,44,286,1,281,4,ready
设备40,0,12,2289,44,280,1,269,4,ready
设备40,0,24,2241,43,268,1,245,1,ready
设备40,1,3,2320,42,289,6,289,1,ready
设备40,1,6,2302,42,286,6,286,1,ready
设备40,1,12,2266,42,280,6,280,1,ready
设备40,1,24,2194,38,268,6,268,1,ready
设备40,2,3,2319,42,290,1,289,6,ready
设备40,2,6,2301,42,287,1,286,6,ready
设备40,2,12,2265,42,281,1,280,6,ready
设备40,2,24,2193,38,269,1,268,6,ready
设备40,3,3,2319,37,289,11,290,1,ready
设备40,3,6,2301,37,286,11,287,1,ready
设备40,3,12,2265,37,280,11,281,1,ready
设备40,3,24,2193,32,268,11,269,1,ready
设备40,4,3,2320,31,289,7,289,11,ready
设备40,4,6,2302,31,286,7,286,11,ready
设备40,4,12,2266,31,280,7,280,11,ready
设备40,4,24,2194,27,268,6,268,11,ready
设备40,5,3,2322,39,287,3,289,7,ready
设备40,5,6,2307,39,281,3,286,7,ready
设备40,5,12,2277,39,269,3,280,7,ready
设备40,5,24,2217,36,245,2,268,6,ready
设备40,6,3,2326,39,285,7,287,3,ready
设备40,6,6,2314,39,279,7,281,3,ready
设备40,6,12,2290,39,267,7,269,3,ready
设备40,6,24,2242,36,243,7,245,2,ready
设备40,7,3,2327,38,286,4,285,7,ready
设备40,7,6,2315,38,280,4,279,7,ready
设备40,7,12,2291,38,268,4,267,7,ready
设备40,7,24,2243,34,250,4,243,7,ready
设备40,8,3,2326,40,289,5,286,4,ready
设备40,8,6,2314,40,286,5,280,4,ready
设备40,8,12,2290,40,280,5,268,4,ready
设备40,8,24,2242,36,268,5,250,4,ready
设备40,9,3,2325,40,287,4,289,5,ready
设备40,9,6,2313,40,281,4,286,5,ready
设备40,9,12,2289,40,269,4,280,5,ready
设备40,9,24,2247,39,245,1,268,5,ready
设备41,0,3,497,7,60,0,60,0,ready
设备41,0,6,494,7,57,0,57,0,ready
设备41,0,12,488,7,51,0,51,0,ready
设备41,0,24,476,7,39,0,39,0,ready
设备41,1,3,495,7,59,0,60,0,ready
设备41,1,6,489,7,56,0,57,0,ready
设备41,1,12,477,7,50,0,51,0,ready
设备41,1,24,453,7,38,0,39,0,ready
设备41,2,3,495,5,60,2,59,0,ready
设备41,2,6,489,5,57,2,56,0,ready
设备41,2,12,477,5,51,2,50,0,ready
设备41,2,24,453,5,39,2,38,0,ready
设备41,3,3,495,4,59,1,60,2,ready
设备41,3,6,489,4,56,1,57,2,ready
设备41,3,12,477,4,50,1,51,2,ready
设备41,3,24,453,4,38,1,39,2,ready
设备41,4,3,495,4,60,2,59,1,ready
设备41,4,6,489,4,57,2,56,1,ready
设备41,4,12,477,4,51,2,50,1,ready
设备41,4,24,453,4,39,2,38,1,ready
设备41,5,3,494,5,60,0,60,2,ready
设备41,5,6,488,5,57,0,57,2,ready
设备41,5,12,476,5,51,0,51,2,ready
设备41,5,24,452,5,39,0,39,2,ready
设备41,6,3,495,7,59,0,60,0,ready
设备41,6,6,489,7,56,0,57,0,ready
设备41,6,12,477,7,50,0,51,0,ready
设备41,6,24,453,7,38,0,39,0,ready
设备41,7,3,495,6,60,1,59,0,ready
设备41,7,6,489,6,57,1,56,0,ready
设备41,7,12,477,6,51,1,50,0,ready
设备41,7,24,453,6,39,1,38,0,ready
设备41,8,3,498,5,59,1,60,1,ready
设备41,8,6,495,5,56,1,57,1,ready
设备41,8,12,489,5,50,1,51,1,ready
设备41,8,24,477,5,38,1,39,1,ready
设备41,9,3,498,6,60,0,59,1,ready
设备41,9,6,495,6,57,0,56,1,ready
设备41,9,12,489,6,51,0,50,1,ready
设备41,9,24,477,6,39,0,38,1,ready
设备42,0,3,7410,1833,924,40,925,39,ready
设备42,0,6,7404,1830,921,40,922,39,ready
设备42,0,12,7392,1824,915,40,916,39,ready
设备42,0,24,7368,1812,903,40,904,39,ready
设备42,1,3,7408,1810,924,62,924,40,ready
设备42,1,6,7399,1806,921,62,921,40,ready
设备42,1,12,7381,1796,915,62,915,40,ready
设备42,1,24,7345,1783,903,62,903,40,ready
设备42,2,3,7408,1795,924,55,924,62,ready
设备42,2,6,7399,1792,921,54,921,62,ready
设备42,2,12,7381,1786,915,50,915,62,ready
设备42,2,24,7345,1773,903,49,903,62,ready
设备42,3,3,7411,1397,921,457,924,55,ready
设备42,3,6,7405,1394,915,454,921,54,ready
设备42,3,12,7393,1388,903,448,915,50,ready
设备42,3,24,7369,1376,879,435,903,49,ready
设备42,4,3,7411,864,924,588,921,457,ready
设备42,4,6,7405,864,921,585,915,454,ready
设备42,4,12,7393,862,915,579,903,448,ready
设备42,4,24,7369,862,903,567,879,435,ready
设备42,5,3,7408,891,924,430,924,588,ready
设备42,5,6,7399,888,921,430,921,585,ready
设备42,5,12,7381,881,915,428,915,579,ready
设备42,5,24,7345,866,903,428,903,567,ready
设备42,6,3,7408,1352,924,130,924,430,ready
设备42,6,6,7399,1349,921,130,921,430,ready
设备42,6,12,7381,1343,915,129,915,428,ready
设备42,6,24,7345,1331,903,126,903,428,ready
设备42,7,3,7408,1729,924,53,924,130,ready
设备42,7,6,7399,1726,921,53,921,130,ready
设备42,7,12,7381,1720,915,53,915,129,ready
设备42,7,24,7345,1708,903,53,903,126,ready
设备42,8,3,7411,1804,924,55,924,53,ready
设备42,8,6,7405,1801,921,55,921,53,ready
设备42,8,12,7393,1795,915,55,915,53,ready
设备42,8,24,7369,1783,903,55,903,53,ready
设备42,9,3,7410,1818,925,39,924,55,ready
设备42,9,6,7404,1815,922,39,921,55,ready
设备42,9,12,7392,1809,916,39,915,55,ready
设备42,9,24,7368,1797,904,39,903,55,ready
设备43,0,3,3788,217,472,2,470,4,ready
设备43,0,6,3773,212,469,2,464,3,ready
设备43,0,12,3743,205,463,2,452,3,ready
设备43,0,24,3693,192,451,2,428,3,ready
设备43,1,3,3785,211,470,10,472,2,ready
设备43,1,6,3767,205,464,10,469,2,ready
设备43,1,12,3731,198,452,10,463,2,ready
设备43,1,24,3659,185,438,9,451,2,ready
设备43,2,3,3785,200,472,13,470,10,ready
设备43,2,6,3767,194,469,13,464,10,ready
设备43,2,12,3731,187,463,13,452,10,ready
设备43,2,24,3659,175,451,12,438,9,ready
设备43,3,3,3783,200,472,10,472,13,ready
设备43,3,6,3762,194,469,10,469,13,ready
设备43,3,12,3720,187,463,10,463,13,ready
设备43,3,24,3636,175,451,10,451,12,ready
设备43,4,3,3782,203,473,10,472,10,ready
设备43,4,6,3761,197,470,10,469,10,ready
设备43,4,12,3719,190,464,10,463,10,ready
设备43,4,24,3635,178,452,10,451,10,ready
设备43,5,3,3785,73,469,140,473,10,ready
设备43,5,6,3767,70,463,137,470,10,ready
设备43,5,12,3731,69,451,131,464,10,ready
设备43,5,24,3659,69,427,119,452,10,ready
设备43,6,3,3785,71,473,11,469,140,ready
设备43,6,6,3767,68,470,11,463,137,ready
设备43,6,12,3731,67,464,11,451,131,ready
设备43,6,24,3659,67,452,11,427,119,ready
设备43,7,3,3782,204,472,7,473,11,ready
设备43,7,6,3761,198,469,7,470,11,ready
设备43,7,12,3719,191,463,7,464,11,ready
设备43,7,24,3635,179,451,7,452,11,ready
设备43,8,3,3792,200,466,15,472,7,ready
设备43,8,6,3780,196,457,13,469,7,ready
设备43,8,12,3756,190,439,12,463,7,ready
设备43,8,24,3708,178,403,12,451,7,ready
设备43,9,3,3794,204,470,4,466,15,ready
设备43,9,6,3785,201,464,3,457,13,ready
设备43,9,12,3767,195,452,3,439,12,ready
设备43,9,24,3731,183,428,3,403,12,ready
设备44,0,3,6663,228,831,16,832,12,ready
设备44,0,6,6654,228,828,16,829,12,ready
设备44,0,12,6636,228,822,16,823,12,ready
设备44,0,24,6600,228,810,16,811,12,ready
设备44,1,3,6661,194,831,45,831,16,ready
设备44,1,6,6649,194,828,45,828,16,ready
设备44,1,12,6625,194,822,45,822,16,ready
设备44,1,24,6577,192,810,45,810,16,ready
设备44,2,3,6664,175,828,35,831,45,ready
设备44,2,6,6655,175,822,35,828,45,ready
设备44,2,12,6637,175,810,35,822,45,ready
设备44,2,24,6601,175,786,33,810,45,ready
设备44,3,3,6667,208,828,12,828,35,ready
设备44,3,6,6661,208,822,12,822,35,ready
设备44,3,12,6649,208,810,12,810,35,ready
设备44,3,24,6625,208,786,12,786,33,ready
设备44,4,3,6664,217,831,27,828,12,ready
设备44,4,6,6655,216,828,27,822,12,ready
设备44,4,12,6637,216,822,27,810,12,ready
设备44,4,24,6601,213,810,27,786,12,ready
设备44,5,3,6661,187,831,42,831,27,ready
设备44,5,6,6649,185,828,41,828,27,ready
设备44,5,12,6625,185,822,41,822,27,ready
设备44,5,24,6577,185,810,38,810,27,ready
设备44,6,3,6661,182,831,32,831,42,ready
设备44,6,6,6649,182,828,30,828,41,ready
设备44,6,12,6625,182,822,30,822,41,ready
设备44,6,24,6577,182,810,30,810,38,ready
设备44,7,3,6661,215,831,9,831,32,ready
设备44,7,6,6649,215,828,9,828,30,ready
设备44,7,12,6625,215,822,9,822,30,ready
设备44,7,24,6577,215,810,9,810,30,ready
设备44,8,3,6664,222,831,25,831,9,ready
设备44,8,6,6655,222,828,25,828,9,ready
设备44,8,12,6637,222,822,25,822,9,ready
设备44,8,24,6601,222,810,25,810,9,ready
设备44,9,3,6663,219,832,12,831,25,ready
设备44,9,6,6654,219,829,12,828,25,ready
设备44,9,12,6636,219,823,12,822,25,ready
设备44,9,24,6600,219,811,12,810,25,ready
设备45,0,3,6665,177,831,15,832,11,ready
设备45,0,6,6656,177,828,15,829,11,ready
设备45,0,12,6638,177,822,15,823,11,ready
设备45,0,24,6602,177,810,15,811,11,ready
设备45,1,3,6663,152,831,35,831,15,ready
设备45,1,6,6651,152,828,35,828,15,ready
设备45,1,12,6627,152,822,35,822,15,ready
设备45,1,24,6579,151,810,35,810,15,ready
设备45,2,3,6665,141,829,26,831,35,ready
设备45,2,6,6656,141,823,26,828,35,ready
设备45,2,12,6638,141,811,26,822,35,ready
设备45,2,24,6602,141,787,25,810,35,ready
设备45,3,3,6668,166,828,10,829,26,ready
设备45,3,6,6662,166,822,10,823,26,ready
设备45,3,12,6650,166,810,10,811,26,ready
设备45,3,24,6626,166,786,10,787,25,ready
设备45,4,3,6666,174,831,19,828,10,ready
设备45,4,6,6657,174,828,19,822,10,ready
设备45,4,12,6639,173,822,19,810,10,ready
设备45,4,24,6603,171,810,19,786,10,ready
设备45,5,3,6662,155,832,29,831,19,ready
设备45,5,6,6650,153,829,29,828,19,ready
设备45,5,12,6626,153,823,28,822,19,ready
设备45,5,24,6578,153,811,26,810,19,ready
设备45,6,3,6662,148,831,26,832,29,ready
设备45,6,6,6650,148,828,24,829,29,ready
设备45,6,12,6626,148,822,24,823,28,ready
设备45,6,24,6578,148,810,24,811,26,ready
设备45,7,3,6663,168,831,9,831,26,ready
设备45,7,6,6651,168,828,9,828,24,ready
设备45,7,12,6627,168,822,9,822,24,ready
设备45,7,24,6579,168,810,9,810,24,ready
设备45,8,3,6666,172,831,22,831,9,ready
设备45,8,6,6657,172,828,22,828,9,ready
设备45,8,12,6639,172,822,22,822,9,ready
设备45,8,24,6603,172,810,22,810,9,ready
设备45,9,3,6665,170,832,11,831,22,ready
设备45,9,6,6656,170,829,11,828,22,ready
设备45,9,12,6638,170,823,11,822,22,ready
设备45,9,24,6602,170,811,11,810,22,ready
设备46,0,3,4728,1769,587,11,591,6,ready
设备46,0,6,4713,1769,581,11,588,6,ready
设备46,0,12,4683,1769,569,11,582,6,ready
设备46,0,24,4629,1766,545,10,570,6,ready
设备46,1,3,4726,1762,590,13,587,11,ready
设备46,1,6,4708,1762,587,13,581,11,ready
设备46,1,12,4672,1762,581,13,569,11,ready
设备46,1,24,4606,1759,569,13,545,10,ready
设备46,2,3,4734,1700,579,72,590,13,ready
设备46,2,6,4722,1698,567,72,587,13,ready
设备46,2,12,4698,1694,543,72,581,13,ready
设备46,2,24,4650,1689,501,71,569,13,ready
设备46,3,3,4734,1577,590,134,579,72,ready
设备46,3,6,4722,1574,587,132,567,72,ready
设备46,3,12,4698,1568,581,128,543,72,ready
设备46,3,24,4650,1556,569,126,501,71,ready
设备46,4,3,4722,1238,591,408,590,134,ready
设备46,4,6,4701,1235,588,405,587,132,ready
设备46,4,12,4659,1229,582,399,581,128,ready
设备46,4,24,4581,1213,570,390,569,126,ready
设备46,5,3,4722,939,590,434,591,408,ready
设备46,5,6,4701,939,587,431,588,405,ready
设备46,5,12,4659,938,581,425,582,399,ready
设备46,5,24,4581,934,569,413,570,390,ready
设备46,6,3,4723,1104,590,243,590,434,ready
设备46,6,6,4702,1101,587,243,587,431,ready
设备46,6,12,4660,1095,581,242,581,425,ready
设备46,6,24,4582,1079,569,242,569,413,ready
设备46,7,3,4726,1098,587,443,590,243,ready
设备46,7,6,4708,1098,581,440,587,243,ready
设备46,7,12,4672,1098,569,434,581,242,ready
设备46,7,24,4606,1096,545,420,569,242,ready
设备46,8,3,4729,1329,590,12,587,443,ready
设备46,8,6,4714,1329,587,12,581,440,ready
设备46,8,12,4684,1329,581,12,569,434,ready
设备46,8,24,4630,1327,569,12,545,420,ready
设备46,9,3,4725,1769,591,6,590,12,ready
设备46,9,6,4707,1769,588,6,587,12,ready
设备46,9,12,4671,1769,582,6,581,12,ready
设备46,9,24,4605,1765,570,6,569,12,ready
设备47,0,3,7414,520,924,93,925,51,ready
设备47,0,6,7408,520,921,93,922,50,ready
设备47,0,12,7396,520,915,93,916,50,ready
设备47,0,24,7372,516,903,92,904,50,ready
设备47,1,3,7411,472,925,99,924,93,ready
设备47,1,6,7402,469,922,99,921,93,ready
设备47,1,12,7384,466,916,99,915,93,ready
设备47,1,24,7348,462,904,97,903,92,ready
设备47,2,3,7411,513,924,52,925,99,ready
设备47,2,6,7402,512,921,50,922,99,ready
设备47,2,12,7384,511,915,47,916,99,ready
设备47,2,24,7348,509,903,45,904,97,ready
设备47,3,3,7414,584,922,28,924,52,ready
设备47,3,6,7408,583,916,28,921,50,ready
设备47,3,12,7396,583,904,27,915,47,ready
设备47,3,24,7372,583,880,25,903,45,ready
设备47,4,3,7414,569,924,67,922,28,ready
设备47,4,6,7408,568,921,67,916,28,ready
设备47,4,12,7396,568,915,67,904,27,ready
设备47,4,24,7372,566,903,67,880,25,ready
设备47,5,3,7411,494,925,101,924,67,ready
设备47,5,6,7402,492,922,101,921,67,ready
设备47,5,12,7384,491,916,101,915,67,ready
设备47,5,24,7348,488,904,99,903,67,ready
设备47,6,3,7411,450,924,111,925,101,ready
设备47,6,6,7402,448,921,110,922,101,ready
设备47,6,12,7384,448,915,109,916,101,ready
设备47,6,24,7348,446,903,108,904,99,ready
设备47,7,3,7411,529,925,22,924,111,ready
设备47,7,6,7402,528,922,21,921,110,ready
设备47,7,12,7384,528,916,21,915,109,ready
设备47,7,24,7348,526,904,21,903,108,ready
设备47,8,3,7414,604,924,38,925,22,ready
设备47,8,6,7408,603,921,38,922,21,ready
设备47,8,12,7396,603,915,38,916,21,ready
设备47,8,24,7372,601,903,38,904,21,ready
设备47,9,3,7414,575,925,51,924,38,ready
设备47,9,6,7408,575,922,50,921,38,ready
设备47,9,12,7396,575,916,50,915,38,ready
设备47,9,24,7372,572,904,50,903,38,ready
设备48,0,3,1911,19,239,0,234,1,ready
设备48,0,6,1890,19,236,0,228,1,ready
设备48,0,12,1848,19,230,0,216,1,ready
设备48,0,24,1770,18,218,0,192,1,ready
设备48,1,3,1907,18,235,2,239,0,ready
设备48,1,6,1883,18,229,2,236,0,ready
设备48,1,12,1835,18,217,2,230,0,ready
设备48,1,24,1745,17,193,2,218,0,ready
设备48,2,3,1907,17,239,1,235,2,ready
设备48,2,6,1883,17,236,1,229,2,ready
设备48,2,12,1835,16,230,1,217,2,ready
设备48,2,24,1745,15,218,1,193,2,ready
设备48,3,3,1904,17,238,2,239,1,ready
设备48,3,6,1877,17,235,2,236,1,ready
设备48,3,12,1823,17,229,1,230,1,ready
设备48,3,24,1721,16,217,1,218,1,ready
设备48,4,3,1910,11,233,7,238,2,ready
设备48,4,6,1889,11,224,7,235,2,ready
设备48,4,12,1847,11,206,7,229,1,ready
设备48,4,24,1763,11,176,6,217,1,ready
设备48,5,3,1915,10,233,3,233,7,ready
设备48,5,6,1900,10,224,3,224,7,ready
设备48,5,12,1870,10,206,3,206,7,ready
设备48,5,24,1810,10,170,3,176,6,ready
设备48,6,3,1910,16,238,1,233,3,ready
设备48,6,6,1889,16,235,1,224,3,ready
设备48,6,12,1847,16,229,1,206,3,ready
设备48,6,24,1769,15,217,1,170,3,ready
设备48,7,3,1904,18,239,1,238,1,ready
设备48,7,6,1877,18,236,1,235,1,ready
设备48,7,12,1823,18,230,1,229,1,ready
设备48,7,24,1721,17,218,1,217,1,ready
设备48,8,3,1910,17,235,2,239,1,ready
设备48,8,6,1889,17,229,2,236,1,ready
设备48,8,12,1847,17,217,2,230,1,ready
设备48,8,24,1769,16,193,2,218,1,ready
设备48,9,3,1915,17,234,1,235,2,ready
设备48,9,6,1897,17,228,1,229,2,ready
设备48,9,12,1861,17,216,1,217,2,ready
设备48,9,24,1795,16,192,1,193,2,ready
设备49,0,3,6247,125,779,10,776,30,ready
设备49,0,6,6238,125,776,10,770,29,ready
设备49,0,12,6220,125,770,10,758,29,ready
设备49,0,24,6184,123,758,10,734,29,ready
